RANDOM_SEED=6

Hamming profile: [462, 49, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
Lee profile: [1444, 141, 9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
462<=B[0].wtL<=2310
B[0].wtH=462, B[0].wtL=1444
[LEEbkz:MW_Codeword_LEE:0.029562711715698242 sec.]
[LEEbkz:MW_Codeword_LEE:0.02965831756591797 sec.]
[LEEbkz:MW_Codeword_LEE:0.029864072799682617 sec.]
[LEEbkz:MW_Codeword_LEE:0.02959585189819336 sec.]
[LEEbkz:MW_Codeword_LEE:0.029622554779052734 sec.]
[LEEbkz:MW_Codeword_LEE:0.029521942138671875 sec.]
[LEEbkz:MW_Codeword_LEE:0.02959156036376953 sec.]
[LEEbkz:MW_Codeword_LEE:0.029778480529785156 sec.]
[LEEbkz:MW_Codeword_LEE:0.029360294342041016 sec.]
[LEEbkz:MW_Codeword_LEE:0.029660701751708984 sec.]
[LEEbkz:MW_Codeword_LEE:0.02936720848083496 sec.]
[LEEbkz:MW_Codeword_LEE:0.02944350242614746 sec.]
[LEEbkz:MW_Codeword_LEE:0.02951788902282715 sec.]
[LEEbkz:MW_Codeword_LEE:0.029749393463134766 sec.]
[LEEbkz:MW_Codeword_LEE:0.029669761657714844 sec.]
[LEEbkz:MW_Codeword_LEE:0.029240846633911133 sec.]
[LEEbkz:MW_Codeword_LEE:0.029774904251098633 sec.]
[LEEbkz:MW_Codeword_LEE:0.029776811599731445 sec.]
[LEEbkz:MW_Codeword_LEE:0.029450654983520508 sec.]
[LEEbkz:MW_Codeword_LEE:0.02956843376159668 sec.]
[LEEbkz:MW_Codeword_LEE:0.029555082321166992 sec.]
[LEEbkz:MW_Codeword_LEE:0.029543638229370117 sec.]
[LEEbkz:MW_Codeword_LEE:0.029822587966918945 sec.]
[LEEbkz:MW_Codeword_LEE:0.02968287467956543 sec.]
[LEEbkz:MW_Codeword_LEE:0.029824018478393555 sec.]
[LEEbkz:MW_Codeword_LEE:0.029805660247802734 sec.]
[LEEbkz:MW_Codeword_LEE:0.029996156692504883 sec.]
[LEEbkz:MW_Codeword_LEE:0.02997565269470215 sec.]
[LEEbkz:MW_Codeword_LEE:0.02960801124572754 sec.]
[LEEbkz:MW_Codeword_LEE:0.02941274642944336 sec.]
[LEEbkz:MW_Codeword_LEE:0.03161144256591797 sec.]
[LEEbkz:MW_Codeword_LEE:0.029316186904907227 sec.]
[LEEbkz:MW_Codeword_LEE:0.029407024383544922 sec.]
[LEEbkz:MW_Codeword_LEE:0.029790639877319336 sec.]
[LEEbkz:MW_Codeword_LEE:0.02942633628845215 sec.]
[LEEbkz:MW_Codeword_LEE:0.02959752082824707 sec.]
[LEEbkz:MW_Codeword_LEE:0.02968573570251465 sec.]
[LEEbkz:MW_Codeword_LEE:0.0299832820892334 sec.]
[LEEbkz:MW_Codeword_LEE:0.02939891815185547 sec.]
[LEEbkz:MW_Codeword_LEE:0.029934167861938477 sec.]
[LEEbkz:MW_Codeword_LEE:0.029502391815185547 sec.]
[LEEbkz:MW_Codeword_LEE:0.02970576286315918 sec.]
[LEEbkz:MW_Codeword_LEE:0.029900789260864258 sec.]
[LEEbkz:MW_Codeword_LEE:0.029678821563720703 sec.]
[LEEbkz:MW_Codeword_LEE:0.02948164939880371 sec.]
[LEEbkz:MW_Codeword_LEE:0.02976393699645996 sec.]
[LEEbkz:MW_Codeword_LEE:0.029615163803100586 sec.]
[LEEbkz:MW_Codeword_LEE:0.029254913330078125 sec.]
[LEEbkz:MW_Codeword_LEE:0.029775142669677734 sec.]
[LEEbkz:MW_Codeword_LEE:0.02968621253967285 sec.]
[LEEbkz:MW_Codeword_LEE:0.029561996459960938 sec.]
[LEEbkz:MW_Codeword_LEE:0.0297238826751709 sec.]
[LEEbkz:MW_Codeword_LEE:0.029753684997558594 sec.]
[LEEbkz:MW_Codeword_LEE:0.029764890670776367 sec.]
[LEEbkz:MW_Codeword_LEE:0.02970576286315918 sec.]
[LEEbkz:MW_Codeword_LEE:0.02962327003479004 sec.]
[LEEbkz:MW_Codeword_LEE:0.029693126678466797 sec.]
[LEEbkz:MW_Codeword_LEE:0.03003525733947754 sec.]
[LEEbkz:MW_Codeword_LEE:0.029613971710205078 sec.]
[LEEbkz:MW_Codeword_LEE:0.029619932174682617 sec.]
[LEEbkz:MW_Codeword_LEE:0.02983880043029785 sec.]
[LEEbkz:MW_Codeword_LEE:0.0298769474029541 sec.]
[LEEbkz:MW_Codeword_LEE:0.029297351837158203 sec.]
[LEEbkz:MW_Codeword_LEE:0.029398202896118164 sec.]
[LEEbkz:MW_Codeword_LEE:0.029626131057739258 sec.]
[LEEbkz:MW_Codeword_LEE:0.02956104278564453 sec.]
[LEEbkz:MW_Codeword_LEE:0.029621362686157227 sec.]
[LEEbkz:MW_Codeword_LEE:0.02955031394958496 sec.]
[LEEbkz:MW_Codeword_LEE:0.029713153839111328 sec.]
[LEEbkz:MW_Codeword_LEE:0.030343055725097656 sec.]
[LEEbkz:MW_Codeword_LEE:0.02959752082824707 sec.]
[LEEbkz:MW_Codeword_LEE:0.029597759246826172 sec.]
[LEEbkz:MW_Codeword_LEE:0.029451370239257812 sec.]
[LEEbkz:MW_Codeword_LEE:0.029831409454345703 sec.]
[LEEbkz:MW_Codeword_LEE:0.02961254119873047 sec.]
[LEEbkz:MW_Codeword_LEE:0.02962470054626465 sec.]
[LEEbkz:MW_Codeword_LEE:0.029903888702392578 sec.]
[LEEbkz:MW_Codeword_LEE:0.029414653778076172 sec.]
[LEEbkz:MW_Codeword_LEE:0.029950857162475586 sec.]
[LEEbkz:MW_Codeword_LEE:0.03125429153442383 sec.]
[LEEbkz:MW_Codeword_LEE:0.02936577796936035 sec.]
[LEEbkz:MW_Codeword_LEE:0.029720306396484375 sec.]
[LEEbkz:MW_Codeword_LEE:0.02968454360961914 sec.]
[LEEbkz:MW_Codeword_LEE:0.02980661392211914 sec.]
[LEEbkz:MW_Codeword_LEE:0.029611825942993164 sec.]
[LEEbkz:MW_Codeword_LEE:0.029814958572387695 sec.]
[LEEbkz:MW_Codeword_LEE:0.029239416122436523 sec.]
[LEEbkz:MW_Codeword_LEE:0.029842853546142578 sec.]
[LEEbkz:MW_Codeword_LEE:0.02971649169921875 sec.]
[LEEbkz:MW_Codeword_LEE:0.029592514038085938 sec.]
[LEEbkz:MW_Codeword_LEE:0.02972722053527832 sec.]
[LEEbkz:MW_Codeword_LEE:0.029531478881835938 sec.]
[LEEbkz:MW_Codeword_LEE:0.02949047088623047 sec.]
[LEEbkz:MW_Codeword_LEE:0.02936100959777832 sec.]
[LEEbkz:MW_Codeword_LEE:0.029519081115722656 sec.]
[LEEbkz:MW_Codeword_LEE:0.02927875518798828 sec.]
[LEEbkz:MW_Codeword_LEE:0.029876232147216797 sec.]
[LEEbkz:MW_Codeword_LEE:0.029334545135498047 sec.]
[LEEbkz:MW_Codeword_LEE:0.029671907424926758 sec.]
[LEEbkz:MW_Codeword_LEE:0.02912759780883789 sec.]
[LEEbkz:MW_Codeword_LEE:0.029625415802001953 sec.]
[LEEbkz:MW_Codeword_LEE:0.02942800521850586 sec.]
[LEEbkz:MW_Codeword_LEE:0.029501914978027344 sec.]
[LEEbkz:MW_Codeword_LEE:0.02946329116821289 sec.]
[LEEbkz:MW_Codeword_LEE:0.02985835075378418 sec.]
[LEEbkz:MW_Codeword_LEE:0.08081650733947754 sec.]
[LEEbkz:MW_Codeword_LEE:0.029694557189941406 sec.]
[LEEbkz:MW_Codeword_LEE:0.02951359748840332 sec.]
[LEEbkz:MW_Codeword_LEE:0.029584646224975586 sec.]
[LEEbkz:MW_Codeword_LEE:0.029943227767944336 sec.]
[LEEbkz:MW_Codeword_LEE:0.029537677764892578 sec.]
[LEEbkz:MW_Codeword_LEE:0.02934861183166504 sec.]
[LEEbkz:MW_Codeword_LEE:0.029513835906982422 sec.]
[LEEbkz:MW_Codeword_LEE:0.029619932174682617 sec.]
[LEEbkz:MW_Codeword_LEE:0.02962970733642578 sec.]
[LEEbkz:MW_Codeword_LEE:0.029721736907958984 sec.]
[LEEbkz:MW_Codeword_LEE:0.029603958129882812 sec.]
[LEEbkz:MW_Codeword_LEE:0.029628515243530273 sec.]
[LEEbkz:MW_Codeword_LEE:0.030284643173217773 sec.]
[LEEbkz:MW_Codeword_LEE:0.029386281967163086 sec.]
[LEEbkz:MW_Codeword_LEE:0.029638051986694336 sec.]
[LEEbkz:MW_Codeword_LEE:0.02954554557800293 sec.]
[LEEbkz:MW_Codeword_LEE:0.029368162155151367 sec.]
[LEEbkz:MW_Codeword_LEE:0.029968976974487305 sec.]
[LEEbkz:MW_Codeword_LEE:0.029865741729736328 sec.]
[LEEbkz:MW_Codeword_LEE:0.029414892196655273 sec.]
[LEEbkz:MW_Codeword_LEE:0.029448747634887695 sec.]
[LEEbkz:MW_Codeword_LEE:0.029783010482788086 sec.]
[LEEbkz:MW_Codeword_LEE:0.029540300369262695 sec.]
[LEEbkz:MW_Codeword_LEE:0.03142952919006348 sec.]
[LEEbkz:MW_Codeword_LEE:0.02920842170715332 sec.]
[LEEbkz:MW_Codeword_LEE:0.029440641403198242 sec.]
[LEEbkz:MW_Codeword_LEE:0.02988290786743164 sec.]
[LEEbkz:MW_Codeword_LEE:0.02975320816040039 sec.]
[LEEbkz:MW_Codeword_LEE:0.02974247932434082 sec.]
[LEEbkz:MW_Codeword_LEE:0.029865741729736328 sec.]
[LEEbkz:MW_Codeword_LEE:0.030332565307617188 sec.]
[LEEbkz:MW_Codeword_LEE:0.02968621253967285 sec.]
[LEEbkz:MW_Codeword_LEE:0.02974867820739746 sec.]
[LEEbkz:MW_Codeword_LEE:0.02943587303161621 sec.]
[LEEbkz:MW_Codeword_LEE:0.029597759246826172 sec.]
[LEEbkz:MW_Codeword_LEE:0.029447317123413086 sec.]
[LEEbkz:MW_Codeword_LEE:0.02920079231262207 sec.]
[LEEbkz:MW_Codeword_LEE:0.02950882911682129 sec.]
[LEEbkz:MW_Codeword_LEE:0.0299072265625 sec.]
[LEEbkz:MW_Codeword_LEE:0.029677391052246094 sec.]
[LEEbkz:MW_Codeword_LEE:0.029592037200927734 sec.]
[LEEbkz:MW_Codeword_LEE:0.029573440551757812 sec.]
[LEEbkz:MW_Codeword_LEE:0.029802560806274414 sec.]
[LEEbkz:MW_Codeword_LEE:0.02974081039428711 sec.]
[LEEbkz:MW_Codeword_LEE:0.029270648956298828 sec.]
[LEEbkz:MW_Codeword_LEE:0.029486417770385742 sec.]
[LEEbkz:MW_Codeword_LEE:0.02958512306213379 sec.]
[LEEbkz:MW_Codeword_LEE:0.02960991859436035 sec.]
[LEEbkz:MW_Codeword_LEE:0.029529094696044922 sec.]
[LEEbkz:MW_Codeword_LEE:0.029362201690673828 sec.]
[LEEbkz:MW_Codeword_LEE:0.029760360717773438 sec.]
[LEEbkz:MW_Codeword_LEE:0.029421329498291016 sec.]
[LEEbkz:MW_Codeword_LEE:0.029802322387695312 sec.]
[LEEbkz:MW_Codeword_LEE:0.029389619827270508 sec.]
[LEEbkz:MW_Codeword_LEE:0.029488086700439453 sec.]
[LEEbkz:MW_Codeword_LEE:0.029413938522338867 sec.]
[LEEbkz:MW_Codeword_LEE:0.029702425003051758 sec.]
[LEEbkz:MW_Codeword_LEE:0.029484033584594727 sec.]
[LEEbkz:MW_Codeword_LEE:0.029659509658813477 sec.]
[LEEbkz:MW_Codeword_LEE:0.0296018123626709 sec.]
[LEEbkz:MW_Codeword_LEE:0.029799938201904297 sec.]
[LEEbkz:MW_Codeword_LEE:0.029498577117919922 sec.]
[LEEbkz:MW_Codeword_LEE:0.029828786849975586 sec.]
[LEEbkz:MW_Codeword_LEE:0.029583215713500977 sec.]
[LEEbkz:MW_Codeword_LEE:0.029695987701416016 sec.]
[LEEbkz:MW_Codeword_LEE:0.03031468391418457 sec.]
[LEEbkz:MW_Codeword_LEE:0.029489755630493164 sec.]
[LEEbkz:MW_Codeword_LEE:0.029542207717895508 sec.]
[LEEbkz:MW_Codeword_LEE:0.029908180236816406 sec.]
[LEEbkz:MW_Codeword_LEE:0.029933691024780273 sec.]
[LEEbkz:MW_Codeword_LEE:0.02915167808532715 sec.]
[LEEbkz:MW_Codeword_LEE:0.0313107967376709 sec.]
[LEEbkz:MW_Codeword_LEE:0.029819965362548828 sec.]
[LEEbkz:MW_Codeword_LEE:0.029643774032592773 sec.]
[LEEbkz:MW_Codeword_LEE:0.029849767684936523 sec.]
[LEEbkz:MW_Codeword_LEE:0.029368162155151367 sec.]
[LEEbkz:MW_Codeword_LEE:0.029816865921020508 sec.]
[LEEbkz:MW_Codeword_LEE:0.029616832733154297 sec.]
[LEEbkz:MW_Codeword_LEE:0.029746532440185547 sec.]
[LEEbkz:MW_Codeword_LEE:0.029801607131958008 sec.]
[LEEbkz:MW_Codeword_LEE:0.02938985824584961 sec.]
[LEEbkz:MW_Codeword_LEE:0.029740571975708008 sec.]
[LEEbkz:MW_Codeword_LEE:0.029614686965942383 sec.]
[LEEbkz:MW_Codeword_LEE:0.029817819595336914 sec.]
[LEEbkz:MW_Codeword_LEE:0.029630422592163086 sec.]
[LEEbkz:MW_Codeword_LEE:0.02988719940185547 sec.]
[LEEbkz:MW_Codeword_LEE:0.029514312744140625 sec.]
[LEEbkz:MW_Codeword_LEE:0.029520511627197266 sec.]
[LEEbkz:MW_Codeword_LEE:0.029755353927612305 sec.]
[LEEbkz:MW_Codeword_LEE:0.029750585556030273 sec.]
[LEEbkz:MW_Codeword_LEE:0.0295102596282959 sec.]
[LEEbkz:MW_Codeword_LEE:0.02968740463256836 sec.]
[LEEbkz:MW_Codeword_LEE:0.029913663864135742 sec.]
[LEEbkz:MW_Codeword_LEE:0.029677867889404297 sec.]
[LEEbkz:MW_Codeword_LEE:0.02991461753845215 sec.]
[LEEbkz:MW_Codeword_LEE:0.029544591903686523 sec.]
[LEEbkz:MW_Codeword_LEE:0.02941441535949707 sec.]
[LEEbkz:MW_Codeword_LEE:0.029454708099365234 sec.]
[LEEbkz:MW_Codeword_LEE:0.029499530792236328 sec.]
[LEEbkz:MW_Codeword_LEE:0.029497146606445312 sec.]
[LEEbkz:MW_Codeword_LEE:0.029596567153930664 sec.]
[LEEbkz:MW_Codeword_LEE:0.029706239700317383 sec.]
[LEEbkz:MW_Codeword_LEE:0.029867887496948242 sec.]
[LEEbkz:MW_Codeword_LEE:0.02946329116821289 sec.]
[LEEbkz:MW_Codeword_LEE:0.029859304428100586 sec.]
[LEEbkz:MW_Codeword_LEE:0.029536008834838867 sec.]
[LEEbkz:MW_Codeword_LEE:0.029557228088378906 sec.]
[LEEbkz:MW_Codeword_LEE:0.02988886833190918 sec.]
[LEEbkz:MW_Codeword_LEE:0.029192209243774414 sec.]
[LEEbkz:MW_Codeword_LEE:0.029573440551757812 sec.]
[LEEbkz:MW_Codeword_LEE:0.029988765716552734 sec.]
[LEEbkz:MW_Codeword_LEE:0.029767513275146484 sec.]
[LEEbkz:MW_Codeword_LEE:0.029448270797729492 sec.]
[LEEbkz:MW_Codeword_LEE:0.029483556747436523 sec.]
[LEEbkz:MW_Codeword_LEE:0.03017282485961914 sec.]
[LEEbkz:MW_Codeword_LEE:0.029504060745239258 sec.]
[LEEbkz:MW_Codeword_LEE:0.02962040901184082 sec.]
[LEEbkz:MW_Codeword_LEE:0.029449939727783203 sec.]
[LEEbkz:MW_Codeword_LEE:0.029588699340820312 sec.]
[LEEbkz:MW_Codeword_LEE:0.029728412628173828 sec.]
[LEEbkz:MW_Codeword_LEE:0.029733657836914062 sec.]
[LEEbkz:MW_Codeword_LEE:0.03119683265686035 sec.]
[LEEbkz:MW_Codeword_LEE:0.029661178588867188 sec.]
[LEEbkz:MW_Codeword_LEE:0.02947235107421875 sec.]
[LEEbkz:MW_Codeword_LEE:0.029724836349487305 sec.]
[LEEbkz:MW_Codeword_LEE:0.02985692024230957 sec.]
[LEEbkz:MW_Codeword_LEE:0.029724597930908203 sec.]
[LEEbkz:MW_Codeword_LEE:0.029468059539794922 sec.]
[LEEbkz:MW_Codeword_LEE:0.029626131057739258 sec.]
[LEEbkz:MW_Codeword_LEE:0.029982805252075195 sec.]
[LEEbkz:MW_Codeword_LEE:0.03127431869506836 sec.]
[LEEbkz:MW_Codeword_LEE:0.029404640197753906 sec.]
[LEEbkz:MW_Codeword_LEE:0.02953362464904785 sec.]
[LEEbkz:MW_Codeword_LEE:0.02969217300415039 sec.]
[LEEbkz:MW_Codeword_LEE:0.029763221740722656 sec.]
[LEEbkz:MW_Codeword_LEE:0.029737234115600586 sec.]
[LEEbkz:MW_Codeword_LEE:0.02979588508605957 sec.]
[LEEbkz:MW_Codeword_LEE:0.02968311309814453 sec.]
[LEEbkz:MW_Codeword_LEE:0.0297088623046875 sec.]
[LEEbkz:MW_Codeword_LEE:0.029732465744018555 sec.]
[LEEbkz:MW_Codeword_LEE:0.029706478118896484 sec.]
[LEEbkz:MW_Codeword_LEE:0.029538393020629883 sec.]
[LEEbkz:MW_Codeword_LEE:0.03016948699951172 sec.]
[LEEbkz:MW_Codeword_LEE:0.029541015625 sec.]
[LEEbkz:MW_Codeword_LEE:0.029475688934326172 sec.]
[LEEbkz:MW_Codeword_LEE:0.02954578399658203 sec.]
[LEEbkz:MW_Codeword_LEE:0.029981613159179688 sec.]
[LEEbkz:MW_Codeword_LEE:0.029842376708984375 sec.]
[LEEbkz:MW_Codeword_LEE:0.029523611068725586 sec.]
[LEEbkz:MW_Codeword_LEE:0.029382944107055664 sec.]
[LEEbkz:MW_Codeword_LEE:0.029797077178955078 sec.]
[LEEbkz:MW_Codeword_LEE:0.029896020889282227 sec.]
[LEEbkz:MW_Codeword_LEE:0.029784440994262695 sec.]
[LEEbkz:MW_Codeword_LEE:0.029742002487182617 sec.]
[LEEbkz:MW_Codeword_LEE:0.02960944175720215 sec.]
[LEEbkz:MW_Codeword_LEE:0.029812097549438477 sec.]
[LEEbkz:MW_Codeword_LEE:0.02987217903137207 sec.]
[LEEbkz:MW_Codeword_LEE:0.02971792221069336 sec.]
[LEEbkz:MW_Codeword_LEE:0.02966594696044922 sec.]
[LEEbkz:MW_Codeword_LEE:0.029871225357055664 sec.]
[LEEbkz:MW_Codeword_LEE:0.02989983558654785 sec.]
[LEEbkz:MW_Codeword_LEE:0.029760360717773438 sec.]
[LEEbkz:MW_Codeword_LEE:0.029781579971313477 sec.]
[LEEbkz:MW_Codeword_LEE:0.02974700927734375 sec.]
[LEEbkz:MW_Codeword_LEE:0.03016185760498047 sec.]
[LEEbkz:MW_Codeword_LEE:0.03022623062133789 sec.]
[LEEbkz:MW_Codeword_LEE:0.029951095581054688 sec.]
[LEEbkz:MW_Codeword_LEE:0.02985692024230957 sec.]
[LEEbkz:MW_Codeword_LEE:0.02976393699645996 sec.]
[LEEbkz:MW_Codeword_LEE:0.02973461151123047 sec.]
[LEEbkz:MW_Codeword_LEE:0.029481887817382812 sec.]
[LEEbkz:MW_Codeword_LEE:0.029543161392211914 sec.]
[LEEbkz:MW_Codeword_LEE:0.029385089874267578 sec.]
[LEEbkz:MW_Codeword_LEE:0.031877756118774414 sec.]
[LEEbkz:MW_Codeword_LEE:0.030046463012695312 sec.]
[LEEbkz:MW_Codeword_LEE:0.029397964477539062 sec.]
[LEEbkz:MW_Codeword_LEE:0.029700517654418945 sec.]
[LEEbkz:MW_Codeword_LEE:0.02975296974182129 sec.]
[LEEbkz:MW_Codeword_LEE:0.029690980911254883 sec.]
[LEEbkz:MW_Codeword_LEE:0.029630422592163086 sec.]
[LEEbkz:MW_Codeword_LEE:0.029506921768188477 sec.]
[LEEbkz:MW_Codeword_LEE:0.02969813346862793 sec.]
[LEEbkz:MW_Codeword_LEE:0.030068159103393555 sec.]
[LEEbkz:MW_Codeword_LEE:0.02989029884338379 sec.]
[LEEbkz:MW_Codeword_LEE:0.029656171798706055 sec.]
[LEEbkz:MW_Codeword_LEE:0.030172348022460938 sec.]
[LEEbkz:MW_Codeword_LEE:0.029558897018432617 sec.]
[LEEbkz:MW_Codeword_LEE:0.029858827590942383 sec.]
[LEEbkz:MW_Codeword_LEE:0.029822826385498047 sec.]
[LEEbkz:MW_Codeword_LEE:0.02994561195373535 sec.]
[LEEbkz:MW_Codeword_LEE:0.029480457305908203 sec.]
[LEEbkz:MW_Codeword_LEE:0.029719829559326172 sec.]
[LEEbkz:MW_Codeword_LEE:0.029667139053344727 sec.]
[LEEbkz:MW_Codeword_LEE:0.029775619506835938 sec.]
[LEEbkz:MW_Codeword_LEE:0.029584884643554688 sec.]
[LEEbkz:MW_Codeword_LEE:0.029740333557128906 sec.]
[LEEbkz:MW_Codeword_LEE:0.029875993728637695 sec.]
[LEEbkz:MW_Codeword_LEE:0.0296478271484375 sec.]
[LEEbkz:MW_Codeword_LEE:0.029515504837036133 sec.]
[LEEbkz:MW_Codeword_LEE:0.029839754104614258 sec.]
[LEEbkz:MW_Codeword_LEE:0.0295867919921875 sec.]
[LEEbkz:MW_Codeword_LEE:0.029870033264160156 sec.]
[LEEbkz:MW_Codeword_LEE:0.029526710510253906 sec.]
[LEEbkz:MW_Codeword_LEE:0.029837846755981445 sec.]
[LEEbkz:MW_Codeword_LEE:0.029984474182128906 sec.]
[LEEbkz:MW_Codeword_LEE:0.029607534408569336 sec.]
[LEEbkz:MW_Codeword_LEE:0.029782533645629883 sec.]
[LEEbkz:MW_Codeword_LEE:0.029511213302612305 sec.]
[LEEbkz:MW_Codeword_LEE:0.03008580207824707 sec.]
[LEEbkz:MW_Codeword_LEE:0.03007650375366211 sec.]
[LEEbkz:MW_Codeword_LEE:0.02989792823791504 sec.]
[LEEbkz:MW_Codeword_LEE:0.029513835906982422 sec.]
[LEEbkz:MW_Codeword_LEE:0.029621362686157227 sec.]
